src_ip,dst_ip,protocol,len,src_port,dst_port,flags
23.206.173.120,10.135.157.7,6,52,443,55077,SA
10.135.157.7,23.206.173.120,6,40,55077,443,A
10.135.157.7,23.206.173.120,6,824,55077,443,PA
23.206.173.120,10.135.157.7,6,304,443,55077,PA
10.135.157.7,23.206.173.120,6,40,55077,443,A
10.135.157.7,23.206.173.120,6,120,55077,443,PA
10.135.157.7,23.206.173.120,6,120,55077,443,PA
10.135.157.7,23.206.173.120,6,356,55077,443,PA
10.135.157.7,10.135.157.218,17,57,61231,53,
10.135.157.7,10.135.157.218,17,57,65143,53,
23.206.173.120,10.135.157.7,6,40,443,55077,A
10.135.157.218,10.135.157.7,17,201,53,61231,
10.135.157.218,10.135.157.7,17,243,53,65143,
23.206.173.120,10.135.157.7,6,343,443,55077,PA
23.206.173.120,10.135.157.7,6,40,443,55077,A
23.206.173.120,10.135.157.7,6,101,443,55077,PA
23.206.173.120,10.135.157.7,6,71,443,55077,PA
10.135.157.7,23.206.173.120,6,40,55077,443,A
10.135.157.7,23.206.173.120,6,71,55077,443,PA
10.135.157.7,23.62.40.65,17,1278,50507,443,
10.135.157.7,23.62.40.65,17,1278,50507,443,
23.206.173.120,10.135.157.7,6,663,443,55077,PA
23.206.173.120,10.135.157.7,6,71,443,55077,PA
10.135.157.7,23.206.173.120,6,40,55077,443,A
23.62.40.65,10.135.157.7,17,68,443,50507,
23.62.40.65,10.135.157.7,17,1278,443,50507,
23.62.40.65,10.135.157.7,17,1278,443,50507,
23.62.40.65,10.135.157.7,17,1278,443,50507,
23.62.40.65,10.135.157.7,17,1278,443,50507,
23.62.40.65,10.135.157.7,17,377,443,50507,
10.135.157.7,23.62.40.65,17,1278,50507,443,
23.206.173.120,10.135.157.7,6,40,443,55077,A
10.135.157.7,23.62.40.65,17,67,50507,443,
10.135.157.7,23.62.40.65,17,68,50507,443,
10.135.157.7,23.62.40.65,17,117,50507,443,
10.135.157.7,23.62.40.65,17,98,50507,443,
10.135.157.7,23.62.40.65,17,1030,50507,443,
23.62.40.65,10.135.157.7,17,315,443,50507,
23.62.40.65,10.135.157.7,17,316,443,50507,
23.62.40.65,10.135.157.7,17,90,443,50507,
23.62.40.65,10.135.157.7,17,49,443,50507,
23.62.40.65,10.135.157.7,17,98,443,50507,
23.62.40.65,10.135.157.7,17,51,443,50507,
10.135.157.7,23.62.40.65,17,60,50507,443,
10.135.157.7,23.62.40.65,17,59,50507,443,
10.135.157.7,23.62.40.65,17,60,50507,443,
10.135.157.7,10.135.157.218,17,60,59786,53,
10.135.157.7,10.135.157.218,17,60,56091,53,
23.62.40.65,10.135.157.7,17,1274,443,50507,
23.62.40.65,10.135.157.7,17,1278,443,50507,
23.62.40.65,10.135.157.7,17,1278,443,50507,
23.62.40.65,10.135.157.7,17,237,443,50507,
23.62.40.65,10.135.157.7,17,92,443,50507,
23.62.40.65,10.135.157.7,17,1278,443,50507,
23.62.40.65,10.135.157.7,17,1278,443,50507,
23.62.40.65,10.135.157.7,17,89,443,50507,
23.62.40.65,10.135.157.7,17,50,443,50507,
23.62.40.65,10.135.157.7,17,1480,443,50507,
10.135.157.7,23.62.40.65,17,59,50507,443,
10.135.157.7,23.62.40.65,17,59,50507,443,
10.135.157.7,23.62.40.65,17,63,50507,443,
10.135.157.7,23.62.40.65,17,59,50507,443,
10.135.157.7,23.62.40.65,17,59,50507,443,
10.135.157.218,10.135.157.7,17,261,53,56091,
10.135.157.218,10.135.157.7,17,232,53,59786,
10.135.157.7,23.206.173.115,17,1278,56668,443,
10.135.157.7,23.206.173.115,17,1278,56668,443,
23.62.40.65,10.135.157.7,17,52,443,50507,
10.135.157.7,71.18.222.1,6,40,55075,443,FA
10.135.157.7,71.18.222.1,6,40,55074,443,FA
23.206.173.115,10.135.157.7,17,1278,443,56668,
23.206.173.115,10.135.157.7,17,1278,443,56668,
23.206.173.115,10.135.157.7,17,1278,443,56668,
23.206.173.115,10.135.157.7,17,1278,443,56668,
10.135.157.7,23.206.173.115,17,1278,56668,443,
23.206.173.115,10.135.157.7,17,566,443,56668,
10.135.157.7,23.206.173.115,17,68,56668,443,
10.135.157.7,23.206.173.115,17,117,56668,443,
10.135.157.7,23.206.173.115,17,99,56668,443,
10.135.157.7,23.206.173.115,17,613,56668,443,
10.135.157.7,23.206.173.115,17,616,56668,443,
10.135.157.7,23.206.173.115,17,613,56668,443,
10.135.157.7,23.206.173.115,17,507,56668,443,
10.135.157.7,23.206.173.115,17,569,56668,443,
23.206.173.115,10.135.157.7,17,331,443,56668,
23.206.173.115,10.135.157.7,17,332,443,56668,
23.206.173.115,10.135.157.7,17,92,443,56668,
23.206.173.115,10.135.157.7,17,49,443,56668,
23.206.173.115,10.135.157.7,17,98,443,56668,
23.206.173.115,10.135.157.7,17,51,443,56668,
23.206.173.115,10.135.157.7,17,51,443,56668,
23.206.173.115,10.135.157.7,17,841,443,56668,
23.206.173.115,10.135.157.7,17,1278,443,56668,
23.206.173.115,10.135.157.7,17,1278,443,56668,
10.135.157.7,23.206.173.115,17,60,56668,443,
10.135.157.7,23.206.173.115,17,59,56668,443,
10.135.157.7,23.206.173.115,17,63,56668,443,
10.135.157.7,23.206.173.115,17,59,56668,443,
23.206.173.115,10.135.157.7,17,1278,443,56668,
23.206.173.115,10.135.157.7,17,1278,443,56668,
23.206.173.115,10.135.157.7,17,1278,443,56668,
23.206.173.115,10.135.157.7,17,1278,443,56668,
23.206.173.115,10.135.157.7,17,1278,443,56668,
23.206.173.115,10.135.157.7,17,1278,443,56668,
23.206.173.115,10.135.157.7,17,1278,443,56668,
23.206.173.115,10.135.157.7,17,1278,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
71.18.222.1,10.135.157.7,6,40,443,55075,FA
71.18.222.1,10.135.157.7,6,40,443,55074,FA
10.135.157.7,71.18.222.1,6,40,55075,443,A
10.135.157.7,71.18.222.1,6,40,55074,443,A
23.206.173.115,10.135.157.7,17,1278,443,56668,
23.206.173.115,10.135.157.7,17,1278,443,56668,
23.206.173.115,10.135.157.7,17,1278,443,56668,
23.206.173.115,10.135.157.7,17,1278,443,56668,
23.206.173.115,10.135.157.7,17,1278,443,56668,
23.206.173.115,10.135.157.7,17,1278,443,56668,
23.206.173.115,10.135.157.7,17,1278,443,56668,
23.206.173.115,10.135.157.7,17,1278,443,56668,
23.206.173.115,10.135.157.7,17,1278,443,56668,
23.206.173.115,10.135.157.7,17,1278,443,56668,
23.206.173.115,10.135.157.7,17,1278,443,56668,
23.206.173.115,10.135.157.7,17,1278,443,56668,
23.206.173.115,10.135.157.7,17,1278,443,56668,
23.206.173.115,10.135.157.7,17,1278,443,56668,
23.206.173.115,10.135.157.7,17,1278,443,56668,
10.135.157.7,23.206.173.115,17,59,56668,443,
10.135.157.7,23.206.173.115,17,59,56668,443,
10.135.157.7,23.206.173.115,17,59,56668,443,
10.135.157.7,23.206.173.115,17,59,56668,443,
10.135.157.7,23.206.173.115,17,59,56668,443,
10.135.157.7,23.206.173.115,17,59,56668,443,
10.135.157.7,23.206.173.115,17,59,56668,443,
10.135.157.7,23.206.173.115,17,59,56668,443,
10.135.157.7,23.206.173.115,17,59,56668,443,
10.135.157.7,23.206.173.115,17,59,56668,443,
10.135.157.7,23.206.173.115,17,59,56668,443,
10.135.157.7,23.206.173.115,17,59,56668,443,
23.206.173.115,10.135.157.7,17,1278,443,56668,
23.206.173.115,10.135.157.7,17,1278,443,56668,
10.135.157.7,23.206.173.115,17,59,56668,443,
23.206.173.115,10.135.157.7,17,1278,443,56668,
23.206.173.115,10.135.157.7,17,1278,443,56668,
23.206.173.115,10.135.157.7,17,1278,443,56668,
23.206.173.115,10.135.157.7,17,1278,443,56668,
10.135.157.7,23.206.173.115,17,59,56668,443,
10.135.157.7,23.206.173.115,17,59,56668,443,
23.206.173.115,10.135.157.7,17,1278,443,56668,
23.206.173.115,10.135.157.7,17,1278,443,56668,
10.135.157.7,23.206.173.115,17,59,56668,443,
23.206.173.115,10.135.157.7,17,1278,443,56668,
23.206.173.115,10.135.157.7,17,1278,443,56668,
10.135.157.7,23.206.173.115,17,59,56668,443,
23.206.173.115,10.135.157.7,17,1278,443,56668,
23.206.173.115,10.135.157.7,17,1278,443,56668,
10.135.157.7,23.206.173.115,17,59,56668,443,
23.206.173.115,10.135.157.7,17,1278,443,56668,
23.206.173.115,10.135.157.7,17,1278,443,56668,
10.135.157.7,23.206.173.115,17,64,56668,443,
10.135.157.7,10.135.157.218,17,60,49664,53,
23.206.173.115,10.135.157.7,17,52,443,56668,
23.206.173.115,10.135.157.7,17,1278,443,56668,
23.206.173.115,10.135.157.7,17,52,443,56668,
23.206.173.115,10.135.157.7,17,1278,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
10.135.157.7,23.206.173.115,17,61,56668,443,
10.135.157.7,23.206.173.115,17,59,56668,443,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
10.135.157.7,23.206.173.115,17,65,56668,443,
10.135.157.7,23.206.173.115,17,59,56668,443,
10.135.157.7,23.206.173.115,17,1274,56668,443,
10.135.157.7,23.206.173.115,17,745,56668,443,
23.206.173.115,10.135.157.7,17,1480,443,56668,
10.135.157.7,23.206.173.115,17,328,56668,443,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
10.135.157.7,23.206.173.115,17,60,56668,443,
10.135.157.218,10.135.157.7,17,345,53,49664,
23.206.173.115,10.135.157.7,17,1480,443,56668,
10.135.157.7,23.206.173.115,17,60,56668,443,
10.135.157.7,20.190.145.140,6,52,55078,443,S
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
10.135.157.7,23.206.173.115,17,60,56668,443,
10.135.157.7,23.206.173.115,17,64,56668,443,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
10.135.157.7,23.206.173.115,17,60,56668,443,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
10.135.157.7,23.206.173.115,17,60,56668,443,
23.206.173.115,10.135.157.7,17,1480,443,56668,
10.135.157.7,23.206.173.115,17,60,56668,443,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
10.135.157.7,23.206.173.115,17,60,56668,443,
23.206.173.115,10.135.157.7,17,1480,443,56668,
10.135.157.7,23.206.173.115,17,60,56668,443,
23.206.173.115,10.135.157.7,17,1480,443,56668,
10.135.157.7,23.206.173.115,17,61,56668,443,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
20.190.145.140,10.135.157.7,6,52,443,55078,SA
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
10.135.157.7,20.190.145.140,6,40,55078,443,A
10.135.157.7,23.206.173.115,17,64,56668,443,
10.135.157.7,23.206.173.115,17,60,56668,443,
10.135.157.7,23.206.173.115,17,60,56668,443,
10.135.157.7,23.206.173.115,17,60,56668,443,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,777,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,51,443,56668,
23.206.173.115,10.135.157.7,17,56,443,56668,
23.206.173.115,10.135.157.7,17,609,443,56668,
23.206.173.115,10.135.157.7,17,99,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1116,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,50,443,56668,
23.206.173.115,10.135.157.7,17,811,443,56668,
10.135.157.7,23.206.173.115,17,60,56668,443,
10.135.157.7,23.206.173.115,17,60,56668,443,
10.135.157.7,23.206.173.115,17,60,56668,443,
10.135.157.7,23.206.173.115,17,60,56668,443,
10.135.157.7,23.206.173.115,17,60,56668,443,
10.135.157.7,23.206.173.115,17,60,56668,443,
10.135.157.7,23.206.173.115,17,60,56668,443,
10.135.157.7,23.206.173.115,17,62,56668,443,
10.135.157.7,23.206.173.115,17,62,56668,443,
10.135.157.7,23.206.173.115,17,60,56668,443,
10.135.157.7,23.206.173.115,17,62,56668,443,
10.135.157.7,23.206.173.115,17,62,56668,443,
10.135.157.7,23.206.173.115,17,64,56668,443,
10.135.157.7,23.206.173.115,17,62,56668,443,
10.135.157.7,23.206.173.115,17,60,56668,443,
23.206.173.115,10.135.157.7,17,1480,443,56668,
10.135.157.7,20.190.145.140,6,504,55078,443,PA
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
10.135.157.7,23.206.173.115,17,65,56668,443,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,53,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
10.135.157.7,23.206.173.115,17,60,56668,443,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
20.190.145.140,10.135.157.7,6,1420,443,55078,A
20.190.145.140,10.135.157.7,6,1420,443,55078,A
10.135.157.7,20.190.145.140,6,40,55078,443,A
20.190.145.140,10.135.157.7,6,1239,443,55078,PA
23.206.173.115,10.135.157.7,17,1480,443,56668,
10.135.157.7,23.206.173.115,17,60,56668,443,
10.135.157.7,20.190.145.140,6,198,55078,443,PA
23.206.173.115,10.135.157.7,17,981,443,56668,
23.206.173.115,10.135.157.7,17,1480,443,56668,
10.135.157.7,23.206.173.115,17,62,56668,443,
10.135.157.7,23.206.173.115,17,61,56668,443,
23.206.173.115,10.135.157.7,17,52,443,56668,
23.206.173.115,10.135.157.7,17,54,443,56668,
20.190.145.140,10.135.157.7,6,91,443,55078,PA
10.135.157.7,20.190.145.140,6,332,55078,443,PA
10.135.157.7,20.190.145.140,6,0,55078,443,PA
10.135.157.7,71.18.222.1,6,71,55065,443,PA
10.135.157.7,71.18.222.1,6,40,55065,443,FA
20.190.145.140,10.135.157.7,6,40,443,55078,A
20.190.145.140,10.135.157.7,6,40,443,55078,A
20.190.145.140,10.135.157.7,6,40,443,55078,A
20.190.145.140,10.135.157.7,6,1420,443,55078,A
20.190.145.140,10.135.157.7,6,1420,443,55078,A
10.135.157.7,20.190.145.140,6,40,55078,443,A
20.190.145.140,10.135.157.7,6,1420,443,55078,A
20.190.145.140,10.135.157.7,6,1420,443,55078,A
10.135.157.7,20.190.145.140,6,40,55078,443,A
20.190.145.140,10.135.157.7,6,1420,443,55078,A
20.190.145.140,10.135.157.7,6,1420,443,55078,A
20.190.145.140,10.135.157.7,6,1420,443,55078,A
10.135.157.7,20.190.145.140,6,40,55078,443,A
20.190.145.140,10.135.157.7,6,1420,443,55078,A
10.135.157.7,20.190.145.140,6,40,55078,443,A
20.190.145.140,10.135.157.7,6,1420,443,55078,A
20.190.145.140,10.135.157.7,6,1420,443,55078,A
10.135.157.7,20.190.145.140,6,40,55078,443,A
20.190.145.140,10.135.157.7,6,1420,443,55078,A
20.190.145.140,10.135.157.7,6,1420,443,55078,A
10.135.157.7,20.190.145.140,6,40,55078,443,A
20.190.145.140,10.135.157.7,6,1197,443,55078,PA
10.135.157.7,20.190.145.140,6,40,55078,443,A
71.18.222.1,10.135.157.7,6,40,443,55065,A
71.18.222.1,10.135.157.7,6,40,443,55065,FA
10.135.157.7,71.18.222.1,6,40,55065,443,A
10.135.157.7,10.135.157.218,17,65,55582,53,
10.135.157.7,10.135.157.218,17,65,60676,53,
10.135.157.218,10.135.157.7,17,193,53,55582,
10.135.157.218,10.135.157.7,17,208,53,60676,
10.135.157.7,20.190.175.152,6,52,55079,443,S
20.190.175.152,10.135.157.7,6,52,443,55079,SA
10.135.157.7,20.190.175.152,6,40,55079,443,A
10.135.157.7,20.190.175.152,6,0,55079,443,PA
20.190.175.152,10.135.157.7,6,40,443,55079,A
20.190.175.152,10.135.157.7,6,139,443,55079,PA
10.135.157.7,20.190.175.152,6,647,55079,443,PA
20.190.175.152,10.135.157.7,6,1420,443,55079,A
20.190.175.152,10.135.157.7,6,1420,443,55079,A
10.135.157.7,20.190.175.152,6,40,55079,443,A
20.190.175.152,10.135.157.7,6,1358,443,55079,PA
10.135.157.7,20.190.175.152,6,114,55079,443,PA
10.135.157.7,20.190.175.152,6,132,55079,443,PA
10.135.157.7,20.190.175.152,6,494,55079,443,PA
20.190.175.152,10.135.157.7,6,143,443,55079,PA
10.135.157.7,20.190.175.152,6,40,55079,443,A
20.190.175.152,10.135.157.7,6,102,443,55079,PA
10.135.157.7,20.190.175.152,6,40,55079,443,A
10.135.157.7,20.190.175.152,6,71,55079,443,PA
20.190.175.152,10.135.157.7,6,71,443,55079,PA
10.135.157.7,20.190.175.152,6,40,55079,443,A
20.190.175.152,10.135.157.7,6,656,443,55079,PA
10.135.157.7,20.190.175.152,6,0,55079,443,PA
20.190.175.152,10.135.157.7,6,40,443,55079,A
20.190.175.152,10.135.157.7,6,40,443,55079,A
20.190.175.152,10.135.157.7,6,325,443,55079,PA
20.190.175.152,10.135.157.7,6,211,443,55079,PA
20.190.175.152,10.135.157.7,6,81,443,55079,PA
20.190.175.152,10.135.157.7,6,71,443,55079,PA
10.135.157.7,20.190.175.152,6,40,55079,443,A
10.135.157.7,71.18.222.1,6,52,55080,443,S
71.18.222.1,10.135.157.7,6,52,443,55080,SA
10.135.157.7,71.18.222.1,6,40,55080,443,A
10.135.157.7,71.18.222.1,6,604,55080,443,PA
71.18.222.1,10.135.157.7,6,40,443,55080,A
71.18.222.1,10.135.157.7,6,297,443,55080,PA
10.135.157.7,71.18.222.1,6,0,55080,443,PA
71.18.222.1,10.135.157.7,6,40,443,55080,A
71.18.222.1,10.135.157.7,6,327,443,55080,PA
71.18.222.1,10.135.157.7,6,40,443,55080,A
10.135.157.7,71.18.222.1,6,40,55080,443,A
71.18.222.1,10.135.157.7,6,1258,443,55080,PA
71.18.222.1,10.135.157.7,6,64,443,55080,PA
71.18.222.1,10.135.157.7,6,40,443,55080,FA
10.135.157.7,71.18.222.1,6,40,55080,443,A
10.135.157.7,71.18.222.1,6,64,55080,443,PA
10.135.157.7,71.18.222.1,6,40,55080,443,FA
71.18.222.1,10.135.157.7,6,40,443,55080,R
71.18.222.1,10.135.157.7,6,40,443,55080,R
10.135.157.7,71.18.222.1,6,52,55081,443,S
140.82.113.26,10.135.157.7,6,65,443,54851,PA
10.135.157.7,140.82.113.26,6,69,54851,443,PA
10.135.157.7,71.18.222.1,6,52,55082,443,S
10.135.157.7,223.196.81.98,6,40,54514,443,RA
71.18.222.1,10.135.157.7,6,52,443,55081,SA
10.135.157.7,71.18.222.1,6,40,55081,443,A
10.135.157.7,71.18.222.1,6,0,55081,443,PA
140.82.113.26,10.135.157.7,6,40,443,54851,A
71.18.222.1,10.135.157.7,6,40,443,55081,A
71.18.222.1,10.135.157.7,6,40,443,55081,A
71.18.222.1,10.135.157.7,6,306,443,55081,PA
10.135.157.7,71.18.222.1,6,120,55081,443,PA
10.135.157.7,71.18.222.1,6,132,55081,443,PA
10.135.157.7,71.18.222.1,6,346,55081,443,PA
10.135.157.7,71.18.222.1,6,0,55081,443,PA
71.18.222.1,10.135.157.7,6,52,443,55082,SA
10.135.157.7,71.18.222.1,6,40,55082,443,A
10.135.157.7,71.18.222.1,6,0,55082,443,PA
142.251.42.42,10.135.157.7,17,60,443,49872,
10.135.157.7,142.251.42.42,17,61,49872,443,
10.135.157.7,23.64.59.26,6,40,55021,443,FA
10.135.157.7,23.64.59.26,6,40,55021,443,RA
10.135.157.7,23.64.59.49,6,40,55022,443,FA
10.135.157.7,23.64.59.49,6,40,55022,443,RA
10.135.157.7,10.135.157.218,17,69,49664,53,
10.135.157.7,10.135.157.218,17,69,57364,53,
10.135.157.218,10.135.157.7,17,228,53,49664,
10.135.157.7,23.64.59.26,6,52,55083,443,S
10.135.157.218,10.135.157.7,17,228,53,57364,
10.135.157.7,23.64.59.49,6,52,55084,443,S
71.18.222.1,10.135.157.7,6,343,443,55081,PA
71.18.222.1,10.135.157.7,6,102,443,55081,PA
10.135.157.7,71.18.222.1,6,40,55081,443,A
10.135.157.7,71.18.222.1,6,71,55081,443,PA
23.64.59.49,10.135.157.7,6,40,443,55022,A
71.18.222.1,10.135.157.7,6,71,443,55081,PA
71.18.222.1,10.135.157.7,6,40,443,55081,A
10.135.157.7,71.18.222.1,6,40,55081,443,A
71.18.222.1,10.135.157.7,6,40,443,55081,A
71.18.222.1,10.135.157.7,6,40,443,55082,A
71.18.222.1,10.135.157.7,6,40,443,55082,A
71.18.222.1,10.135.157.7,6,306,443,55082,PA
10.135.157.7,71.18.222.1,6,120,55082,443,PA
71.18.222.1,10.135.157.7,6,902,443,55081,PA
10.135.157.7,71.18.222.1,6,40,55081,443,A
23.64.59.26,10.135.157.7,6,52,443,55083,SA
10.135.157.7,23.64.59.26,6,40,55083,443,A
10.135.157.7,23.64.59.26,6,680,55083,443,PA
23.64.59.49,10.135.157.7,6,52,443,55084,SA
10.135.157.7,23.64.59.49,6,40,55084,443,A
10.135.157.7,23.64.59.49,6,680,55084,443,PA
71.18.222.1,10.135.157.7,6,40,443,55081,A
71.18.222.1,10.135.157.7,6,102,443,55082,PA
23.64.59.49,10.135.157.7,6,52,443,55084,SA
10.135.157.7,23.64.59.49,6,52,55084,443,A
23.64.59.26,10.135.157.7,6,52,443,55083,SA
10.135.157.7,23.64.59.26,6,52,55083,443,A
10.135.157.7,71.18.222.1,6,40,55082,443,A
23.64.59.26,10.135.157.7,6,304,443,55083,PA
10.135.157.7,23.64.59.26,6,120,55083,443,PA
23.64.59.49,10.135.157.7,6,304,443,55084,PA
10.135.157.7,23.64.59.49,6,120,55084,443,PA
23.64.59.26,10.135.157.7,6,40,443,55083,A
23.64.59.26,10.135.157.7,6,343,443,55083,PA
23.64.59.49,10.135.157.7,6,40,443,55084,A
23.64.59.49,10.135.157.7,6,343,443,55084,PA
10.135.157.7,163.70.144.61,6,45,55063,80,PA
10.135.157.7,163.70.144.61,6,40,55063,80,FA
10.135.157.7,23.64.59.49,6,40,55084,443,A
10.135.157.7,23.64.59.26,6,40,55083,443,A
163.70.144.61,10.135.157.7,6,40,80,55063,A
163.70.144.61,10.135.157.7,6,40,80,55063,A
163.70.144.61,10.135.157.7,6,40,80,55063,FA
10.135.157.7,163.70.144.61,6,40,55063,80,A
10.135.157.7,34.102.215.99,6,41,54578,443,A
34.102.215.99,10.135.157.7,6,52,443,54578,A
10.135.157.7,20.190.175.152,6,40,55079,443,FA
10.135.157.7,10.135.157.218,17,71,62009,53,
10.135.157.7,10.135.157.218,17,71,51211,53,
20.190.175.152,10.135.157.7,6,40,443,55079,FA
10.135.157.7,20.190.175.152,6,40,55079,443,A
10.135.157.218,10.135.157.7,17,258,53,51211,
10.135.157.218,10.135.157.7,17,344,53,62009,
10.135.157.7,23.206.173.137,6,52,55085,443,S
23.206.173.137,10.135.157.7,6,52,443,55085,SA
10.135.157.7,23.206.173.137,6,40,55085,443,A
10.135.157.7,23.206.173.137,6,0,55085,443,PA
23.206.173.137,10.135.157.7,6,40,443,55085,A
23.206.173.137,10.135.157.7,6,304,443,55085,PA
10.135.157.7,23.206.173.137,6,120,55085,443,PA
10.135.157.7,23.206.173.137,6,132,55085,443,PA
10.135.157.7,23.206.173.137,6,345,55085,443,PA
10.135.157.7,23.206.173.137,6,0,55085,443,PA
23.206.173.137,10.135.157.7,6,40,443,55085,A
23.206.173.137,10.135.157.7,6,343,443,55085,PA
23.206.173.137,10.135.157.7,6,40,443,55085,A
23.206.173.137,10.135.157.7,6,40,443,55085,A
23.206.173.137,10.135.157.7,6,101,443,55085,PA
23.206.173.137,10.135.157.7,6,71,443,55085,PA
10.135.157.7,23.206.173.137,6,40,55085,443,A
10.135.157.7,23.206.173.137,6,71,55085,443,PA
23.206.173.137,10.135.157.7,6,966,443,55085,PA
10.135.157.7,23.206.173.137,6,40,55085,443,A
23.206.173.137,10.135.157.7,6,92,443,55085,PA
10.135.157.7,23.206.173.137,6,40,55085,443,A
23.206.173.137,10.135.157.7,6,40,443,55085,A
10.135.157.7,71.18.222.1,6,40,55082,443,FA
10.135.157.7,71.18.222.1,6,40,55081,443,FA
10.135.157.7,23.206.173.137,6,40,55085,443,FA
23.206.173.137,10.135.157.7,6,64,443,55085,PA
10.135.157.7,23.206.173.137,6,40,55085,443,RA
23.206.173.137,10.135.157.7,6,40,443,55085,FA
71.18.222.1,10.135.157.7,6,40,443,55081,FA
10.135.157.7,71.18.222.1,6,40,55081,443,A
71.18.222.1,10.135.157.7,6,40,443,55082,FA
10.135.157.7,71.18.222.1,6,40,55082,443,A
129.227.206.7,10.135.157.7,6,64,443,55053,PA
129.227.206.7,10.135.157.7,6,40,443,55053,FA
10.135.157.7,129.227.206.7,6,40,55053,443,A
10.135.157.7,129.227.206.7,6,64,55053,443,PA
10.135.157.7,129.227.206.7,6,40,55053,443,FA
129.227.206.7,10.135.157.7,6,40,443,55053,R
129.227.206.7,10.135.157.7,6,40,443,55053,R
10.135.157.7,129.227.206.4,6,41,54916,443,A
129.227.206.4,10.135.157.7,6,52,443,54916,A
10.135.157.7,71.18.222.1,6,52,55086,443,S
10.135.157.7,23.64.59.89,6,41,54979,443,A
23.64.59.89,10.135.157.7,6,52,443,54979,A
